Software Version,3.08.01,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\labuser\Desktop\Marci\MSC2_thrust2.4_growth.xpt,,,,,,,,,,,,,
Protocol File Path:,,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,7/22/24,,,,,,,,,,,,,
Time,5:47:47 PM,,,,,,,,,,,,,
Reader Type:,Synergy H1,,,,,,,,,,,,,
Reader Serial Number:,1709086,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,Nunclon 12 flat bottom (Use plate lid),,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Set Temperature,Setpoint 25°C,,,,,,,,,,,,,
,Preheat before moving to next step,,,,,,,,,,,,,
Start Kinetic,"Runtime 72:10:00 (HH:MM:SS), Interval 0:15:01, 289 Reads",,,,,,,,,,,,,
    Shake,Double Orbital: Continuous,,,,,,,,,,,,,
,Frequency: 180 cpm (6 mm),,,,,,,,,,,,,
    Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,Wavelengths:  600,,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
End Kinetic,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Time,T° 600,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4
,0:14:51,25,0.081,0.345,0.32,0.081,0.083,0.316,0.302,0.083,0.083,0.353,0.308,0.083
,0:29:52,25.1,0.081,0.347,0.322,0.082,0.083,0.323,0.307,0.083,0.083,0.358,0.314,0.083
,0:44:53,25.2,0.081,0.351,0.329,0.081,0.083,0.324,0.316,0.083,0.083,0.366,0.316,0.083
,0:59:54,25.2,0.081,0.365,0.337,0.082,0.083,0.336,0.321,0.083,0.083,0.376,0.329,0.083
,1:14:55,25.2,0.081,0.372,0.351,0.082,0.082,0.348,0.332,0.082,0.082,0.389,0.337,0.082
,1:29:56,25.2,0.081,0.384,0.359,0.082,0.082,0.362,0.346,0.082,0.082,0.403,0.35,0.082
,1:44:57,25.2,0.081,0.399,0.372,0.082,0.083,0.375,0.359,0.083,0.083,0.417,0.363,0.083
,1:59:58,25.3,0.081,0.415,0.387,0.082,0.083,0.391,0.373,0.083,0.083,0.434,0.379,0.083
,2:14:59,25.3,0.081,0.434,0.402,0.082,0.083,0.408,0.389,0.083,0.083,0.454,0.396,0.083
,2:30:00,25.3,0.081,0.453,0.42,0.082,0.083,0.425,0.408,0.083,0.083,0.473,0.414,0.083
,2:45:01,25.3,0.081,0.474,0.44,0.082,0.083,0.445,0.427,0.083,0.083,0.496,0.435,0.083
,3:00:02,25.3,0.081,0.5,0.463,0.082,0.083,0.468,0.449,0.083,0.083,0.522,0.458,0.083
,3:15:03,25.3,0.081,0.526,0.486,0.082,0.083,0.493,0.472,0.083,0.083,0.552,0.482,0.083
,3:30:04,25.3,0.081,0.55,0.511,0.082,0.082,0.514,0.493,0.082,0.082,0.573,0.503,0.082
,3:45:05,25.3,0.081,0.576,0.531,0.082,0.083,0.54,0.517,0.083,0.083,0.603,0.527,0.083
,4:00:06,25.3,0.081,0.605,0.556,0.082,0.082,0.567,0.542,0.082,0.082,0.63,0.554,0.082
,4:15:07,25.3,0.081,0.635,0.581,0.082,0.084,0.591,0.568,0.084,0.084,0.657,0.578,0.084
,4:30:08,25.3,0.081,0.663,0.609,0.082,0.082,0.617,0.594,0.082,0.082,0.686,0.605,0.082
,4:45:09,25.4,0.081,0.692,0.637,0.082,0.083,0.647,0.62,0.083,0.083,0.727,0.656,0.083
,5:00:10,25.4,0.081,0.721,0.668,0.082,0.083,0.68,0.644,0.083,0.083,0.743,0.658,0.083
,5:15:11,25.5,0.081,0.75,0.7,0.082,0.083,0.718,0.684,0.083,0.083,0.773,0.684,0.083
,5:30:12,25.6,0.081,0.781,0.722,0.082,0.084,0.731,0.702,0.084,0.084,0.798,0.716,0.084
,5:45:13,25.6,0.081,0.81,0.75,0.082,0.085,0.759,0.727,0.085,0.085,0.825,0.757,0.085
,6:00:14,25.7,0.081,0.833,0.769,0.082,0.082,0.777,0.75,0.082,0.082,0.845,0.854,0.082
,6:15:15,25.7,0.081,0.841,0.775,0.082,0.083,0.796,0.747,0.083,0.083,0.855,1.153,0.083
,6:30:16,25.8,0.081,0.859,0.776,0.082,0.083,0.802,0.839,0.083,0.083,0.861,0.802,0.083
,6:45:17,25.8,0.081,0.858,0.816,0.082,0.083,0.803,0.763,0.083,0.083,0.869,0.945,0.083
,7:00:18,25.8,0.081,0.863,0.792,0.082,0.083,0.812,0.77,0.083,0.083,0.876,0.813,0.083
,7:15:19,25.8,0.081,1.006,0.806,0.082,0.083,0.848,0.778,0.083,0.083,0.893,0.82,0.083
,7:30:20,25.9,0.081,0.965,0.81,0.082,0.083,0.831,0.805,0.083,0.083,0.889,0.83,0.083
,7:45:21,25.9,0.081,0.883,0.85,0.082,0.083,0.83,0.784,0.083,0.083,1.043,0.826,0.083
,8:00:22,25.9,0.081,0.89,0.913,0.082,0.083,0.833,0.8,0.083,0.083,0.907,0.856,0.083
,8:15:23,25.9,0.081,1.007,0.821,0.082,0.082,0.834,0.805,0.082,0.082,0.917,0.839,0.082
,8:30:24,25.9,0.081,0.903,0.843,0.082,0.083,0.895,0.815,0.083,0.083,0.966,0.829,0.083
,8:45:25,25.8,0.081,0.907,0.842,0.082,0.083,0.85,0.821,0.083,0.083,0.93,0.835,0.083
,9:00:26,25.8,0.081,0.911,0.851,0.082,0.082,0.873,0.846,0.082,0.082,0.928,0.84,0.082
,9:15:27,25.8,0.081,0.909,0.826,0.082,0.083,0.877,0.831,0.083,0.083,0.925,0.845,0.083
,9:30:28,25.8,0.081,0.915,0.827,0.082,0.084,0.889,0.819,0.084,0.084,0.912,0.866,0.084
,9:45:29,25.8,0.081,0.957,0.83,0.082,0.083,0.862,0.802,0.083,0.083,0.918,0.973,0.083
,10:00:30,25.8,0.081,0.918,0.835,0.082,0.082,0.947,0.801,0.082,0.082,1.007,0.845,0.082
,10:15:31,25.8,0.081,0.903,0.836,0.082,0.083,0.911,0.804,0.083,0.083,0.928,0.845,0.083
,10:30:32,25.8,0.081,1.083,0.84,0.082,0.083,0.848,0.806,0.083,0.083,0.987,0.846,0.083
,10:45:33,25.7,0.081,1.004,0.843,0.082,0.083,0.85,0.81,0.083,0.083,0.935,0.847,0.083
,11:00:34,25.7,0.081,1,0.848,0.082,0.083,0.862,0.812,0.083,0.083,0.939,0.857,0.083
,11:15:35,25.7,0.081,0.911,0.853,0.082,0.083,0.857,0.818,0.083,0.083,0.943,0.861,0.083
,11:30:36,25.7,0.081,0.92,0.858,0.082,0.083,0.862,0.824,0.083,0.083,0.948,0.868,0.083
,11:45:37,25.7,0.081,0.952,0.861,0.082,0.083,0.867,0.829,0.083,0.083,0.952,0.87,0.083
,12:00:38,25.7,0.081,1.055,0.865,0.082,0.082,0.869,0.832,0.082,0.082,0.98,0.873,0.082
,12:15:39,25.7,0.081,0.976,0.868,0.082,0.083,0.871,0.837,0.083,0.083,0.962,0.877,0.083
,12:30:40,25.7,0.081,0.94,0.872,0.082,0.083,0.874,0.841,0.083,0.083,0.964,0.879,0.083
,12:45:41,25.7,0.081,0.941,0.876,0.082,0.083,0.881,0.843,0.083,0.083,0.966,0.881,0.083
,13:00:42,25.7,0.081,0.945,0.879,0.082,0.083,0.882,0.845,0.083,0.083,0.97,0.88,0.083
,13:15:43,25.8,0.081,0.949,0.881,0.082,0.084,0.884,0.847,0.084,0.084,0.972,0.883,0.084
,13:30:44,25.8,0.081,0.95,0.883,0.082,0.083,0.888,0.848,0.083,0.083,0.975,0.884,0.083
,13:45:45,25.8,0.081,0.953,0.885,0.082,0.082,0.886,0.849,0.082,0.082,0.978,0.885,0.082
,14:00:46,25.8,0.081,0.955,0.885,0.082,0.084,0.887,0.849,0.084,0.084,1.221,0.887,0.084
,14:15:47,25.9,0.081,0.956,0.886,0.082,0.083,0.887,0.85,0.083,0.083,0.984,0.887,0.083
,14:30:48,25.9,0.081,0.958,0.887,0.082,0.083,0.887,0.85,0.083,0.083,0.984,0.887,0.083
,14:45:49,26,0.081,0.959,0.888,0.082,0.083,0.887,0.849,0.083,0.083,0.986,0.888,0.083
,15:00:50,26,0.081,0.961,0.889,0.082,0.083,0.888,0.851,0.083,0.083,0.986,0.888,0.083
,15:15:51,26.1,0.081,0.961,0.888,0.082,0.084,0.888,0.85,0.084,0.084,0.987,0.886,0.084
,15:30:52,26.1,0.081,0.963,0.889,0.082,0.085,0.888,0.85,0.085,0.085,0.986,0.888,0.085
,15:45:53,26.1,0.081,0.963,0.892,0.082,0.082,0.888,0.85,0.082,0.082,0.986,0.889,0.082
,16:00:54,26,0.081,0.964,0.895,0.082,0.082,0.889,0.85,0.082,0.082,1.046,0.889,0.082
,16:15:55,25.9,0.081,0.963,0.892,0.082,0.083,0.888,0.851,0.083,0.083,0.987,0.889,0.083
,16:30:56,25.9,0.081,0.964,0.89,0.082,0.083,0.888,0.85,0.083,0.083,0.988,0.889,0.083
,16:45:57,25.7,0.084,0.875,0.976,0.084,0.089,0.84,0.878,0.089,0.089,0.885,0.956,0.089
,17:00:58,25.6,0.084,0.875,0.975,0.084,0.089,0.84,0.879,0.089,0.089,1.012,0.958,0.089
,17:15:59,25.6,0.084,0.876,0.977,0.084,0.09,0.84,0.88,0.09,0.09,0.886,1.039,0.09
,17:31:00,25.6,0.084,0.877,0.977,0.084,0.09,0.841,0.88,0.09,0.09,0.935,0.968,0.09
,17:46:01,25.6,0.084,0.876,0.978,0.084,0.09,0.841,0.879,0.09,0.09,0.888,1.04,0.09
,18:01:02,25.6,0.084,0.876,0.979,0.084,0.09,0.84,0.881,0.09,0.09,0.918,1.076,0.09
,18:16:03,25.6,0.085,0.875,0.978,0.084,0.091,0.839,0.879,0.091,0.091,1.012,0.961,0.091
,18:31:04,25.6,0.085,0.877,0.979,0.084,0.091,0.84,0.88,0.091,0.091,0.888,0.968,0.091
,18:46:05,25.6,0.085,0.875,0.98,0.084,0.092,0.84,0.879,0.092,0.092,0.996,0.961,0.092
,19:01:06,25.6,0.085,0.876,0.979,0.084,0.093,0.839,0.886,0.093,0.093,0.89,0.96,0.093
,19:16:07,25.5,0.085,0.876,0.979,0.084,0.093,0.84,0.879,0.093,0.093,0.958,0.959,0.093
,19:31:08,25.5,0.085,0.874,0.979,0.084,0.094,0.84,0.878,0.094,0.094,0.889,0.96,0.094
,19:46:09,25.5,0.085,0.873,0.979,0.084,0.095,0.839,0.877,0.095,0.095,0.888,0.961,0.095
,20:01:10,25.5,0.085,0.874,0.978,0.084,0.095,0.838,0.877,0.095,0.095,1.014,1.049,0.095
,20:16:11,25.5,0.085,0.874,0.978,0.084,0.096,0.838,0.876,0.096,0.096,0.887,1.052,0.096
,20:31:12,25.5,0.085,0.872,0.977,0.084,0.096,0.837,0.876,0.096,0.096,0.886,1.073,0.096
,20:46:13,25.5,0.086,0.871,0.977,0.084,0.096,0.836,0.875,0.096,0.096,0.886,0.961,0.096
,21:01:14,25.5,0.086,0.87,0.977,0.084,0.096,0.837,0.875,0.096,0.096,0.887,0.997,0.096
,21:16:15,25.5,0.086,0.87,0.975,0.084,0.095,0.836,0.874,0.095,0.095,0.885,0.959,0.095
,21:31:16,25.5,0.087,0.87,0.976,0.084,0.096,0.835,0.874,0.096,0.096,0.886,0.959,0.096
,21:46:17,25.5,0.087,0.868,0.975,0.084,0.095,0.835,0.873,0.095,0.095,0.885,0.958,0.095
,22:01:18,25.5,0.087,0.868,0.974,0.084,0.095,0.834,0.873,0.095,0.095,0.884,0.958,0.095
,22:16:19,26.1,0.082,0.957,0.889,0.082,0.083,0.876,0.823,0.083,0.083,0.973,0.865,0.083
,22:31:20,25.7,0.082,0.958,0.885,0.082,0.083,0.869,0.824,0.083,0.083,0.973,0.861,0.083
,22:46:21,25.5,0.082,0.955,0.884,0.082,0.083,0.872,0.824,0.083,0.083,0.961,0.858,0.083
,23:01:22,25.5,0.082,0.954,0.885,0.082,0.083,0.867,0.823,0.083,0.083,0.963,0.857,0.083
,23:16:23,25.4,0.081,0.953,0.884,0.082,0.083,0.864,0.824,0.083,0.083,0.959,0.854,0.083
,23:31:24,25.4,0.082,0.953,0.883,0.082,0.083,0.866,0.821,0.083,0.083,0.963,0.855,0.083
,23:46:25,25.3,0.082,0.952,0.88,0.082,0.083,0.864,0.822,0.083,0.083,0.96,0.858,0.083
,0:01:26,25.3,0.082,0.951,0.88,0.082,0.083,0.864,0.821,0.083,0.083,0.961,0.856,0.083
,0:16:27,25.3,0.081,0.949,0.88,0.082,0.083,0.862,0.82,0.083,0.083,0.962,0.856,0.083
,0:31:28,25.3,0.082,0.949,0.878,0.082,0.083,0.861,0.82,0.083,0.083,0.961,0.854,0.083
,0:46:29,25.4,0.082,0.949,0.877,0.082,0.083,0.86,0.818,0.083,0.083,0.961,0.853,0.083
,1:01:30,25.4,0.082,0.948,0.876,0.082,0.083,0.86,0.818,0.083,0.083,0.959,0.852,0.083
,1:16:31,25.4,0.082,0.948,0.876,0.082,0.084,0.858,0.818,0.084,0.084,0.958,0.852,0.084
,1:31:32,25.4,0.082,0.946,0.875,0.082,0.083,0.858,0.817,0.083,0.083,0.957,0.851,0.083
,1:46:33,25.4,0.082,0.946,0.875,0.082,0.084,0.857,0.817,0.084,0.084,0.955,0.85,0.084
,2:01:34,25.3,0.082,0.945,0.874,0.082,0.083,0.857,0.816,0.083,0.083,0.955,0.847,0.083
,2:16:35,25.3,0.081,0.944,0.873,0.082,0.083,0.856,0.818,0.083,0.083,0.952,0.848,0.083
,2:31:36,25.3,0.082,0.944,0.873,0.082,0.083,0.855,0.815,0.083,0.083,0.952,0.848,0.083
,2:46:37,25.4,0.082,0.943,0.871,0.082,0.083,0.854,0.814,0.083,0.083,0.952,0.847,0.083
,3:01:38,25.4,0.082,0.943,0.871,0.082,0.083,0.854,0.813,0.083,0.083,0.951,0.847,0.083
,3:16:39,25.4,0.082,0.942,0.871,0.082,0.084,0.853,0.813,0.084,0.084,0.949,0.845,0.084
,3:31:40,25.3,0.082,0.941,0.87,0.082,0.083,0.853,0.812,0.083,0.083,0.95,0.845,0.083
,3:46:41,25.3,0.081,0.941,0.868,0.082,0.083,0.851,0.811,0.083,0.083,0.948,0.844,0.083
,4:01:42,25.2,0.082,0.94,0.868,0.082,0.083,0.851,0.811,0.083,0.083,0.947,0.844,0.083
,4:16:43,25.2,0.082,0.939,0.868,0.082,0.085,0.85,0.81,0.085,0.085,0.946,0.843,0.085
,4:31:44,25.2,0.082,0.939,0.867,0.082,0.083,0.849,0.809,0.083,0.083,0.945,0.843,0.083
,4:46:45,25.3,0.082,0.939,0.866,0.082,0.083,0.849,0.811,0.083,0.083,0.945,0.841,0.083
,5:01:46,25.3,0.082,0.938,0.866,0.082,0.083,0.847,0.808,0.083,0.083,0.944,0.841,0.083
,5:16:47,25.3,0.081,0.937,0.865,0.082,0.085,0.847,0.809,0.085,0.085,0.944,0.841,0.085
,5:31:48,25.4,0.081,0.936,0.864,0.082,0.083,0.847,0.807,0.083,0.083,0.942,0.84,0.083
,5:46:49,25.4,0.082,0.936,0.864,0.082,0.083,0.846,0.807,0.083,0.083,0.942,0.839,0.083
,6:01:50,25.4,0.082,0.935,0.863,0.082,0.083,0.846,0.806,0.083,0.083,0.941,0.838,0.083
,6:16:51,25.4,0.082,0.934,0.862,0.082,0.083,0.843,0.806,0.083,0.083,0.94,0.837,0.083
,6:31:52,25.5,0.082,0.934,0.862,0.082,0.083,0.844,0.805,0.083,0.083,0.94,0.837,0.083
,6:46:53,25.5,0.081,0.933,0.861,0.082,0.083,0.844,0.805,0.083,0.083,0.939,0.836,0.083
,7:01:54,25.5,0.082,0.933,0.86,0.082,0.083,0.842,0.804,0.083,0.083,0.938,0.836,0.083
,7:16:55,25.5,0.082,0.935,0.86,0.082,0.085,0.842,0.804,0.085,0.085,0.937,0.835,0.085
,7:31:56,25.5,0.082,0.932,0.859,0.082,0.083,0.842,0.803,0.083,0.083,0.937,0.835,0.083
,7:46:57,25.5,0.082,0.931,0.859,0.082,0.083,0.841,0.802,0.083,0.083,0.936,0.834,0.083
,8:01:58,25.5,0.081,0.931,0.858,0.082,0.083,0.84,0.802,0.083,0.083,0.936,0.833,0.083
,8:16:59,25.6,0.082,0.93,0.857,0.082,0.083,0.84,0.801,0.083,0.083,0.935,0.832,0.083
,8:32:00,25.6,0.082,0.929,0.857,0.082,0.083,0.839,0.801,0.083,0.083,0.935,0.832,0.083
,8:47:01,25.6,0.082,0.928,0.856,0.082,0.084,0.839,0.801,0.084,0.084,0.934,0.832,0.084
,9:02:02,25.5,0.082,0.928,0.856,0.082,0.083,0.837,0.8,0.083,0.083,0.933,0.831,0.083
,9:17:03,25.6,0.082,0.927,0.855,0.082,0.083,0.837,0.799,0.083,0.083,0.933,0.83,0.083
,9:32:04,25.6,0.081,0.927,0.854,0.082,0.083,0.837,0.799,0.083,0.083,0.932,0.829,0.083
,9:47:05,25.5,0.081,0.927,0.854,0.082,0.083,0.836,0.798,0.083,0.083,0.932,0.829,0.083
